iter	Passed	Remaining
645	54828	102273
646	54921	102202
647	55018	102140
648	55112	102072
649	55207	102005
650	55299	101933
651	55394	101868
652	55487	101798
653	55580	101727
654	55672	101655
655	55766	101587
656	55861	101519
657	55952	101445
658	56045	101374
659	56137	101303
660	56232	101235
661	56328	101170
662	56421	101099
663	56514	101028
664	56611	100964
665	56704	100892
666	56799	100824
667	56890	100750
668	56985	100683
669	57078	100611
670	57173	100542
671	57264	100469
672	57356	100395
673	57452	100328
674	57543	100254
675	57635	100180
676	57728	100108
677	57824	100040
678	57915	99966
679	58009	99895
680	58102	99823
681	58196	99752
682	58290	99682
683	58382	99608
684	58473	99532
685	58569	99465
686	58662	99393
687	58754	99318
688	58849	99249
689	58941	99176
690	59038	99109
691	59132	99039
692	59229	98972
693	59318	98893
694	59414	98824
695	59511	98757
696	59603	98684
697	59696	98609
698	59841	98622
699	59988	98638
700	60081	98565
701	60171	98485
702	60267	98416
703	60374	98365
704	60466	98289
705	60555	98210
706	60649	98137
707	60747	98071
708	60839	97995
709	60934	97923
710	61026	97849
711	61119	97773
712	61211	97698
713	61304	97624
714	61406	97563
715	61500	97490
716	61590	97411
717	61686	97340
718	61782	97270
719	61876	97197
720	61969	97123
721	62064	97051
722	62161	96981
723	62255	96908
724	62350	96836
725	62445	96764
726	62536	96686
727	62632	96615
728	62725	96541
729	62821	96469
730	62916	96397
731	63015	96331
732	63107	96254
733	63212	96197
734	63322	96147
735	63428	96091
736	63521	96014
737	63613	95937
738	63707	95862
739	63800	95787
740	63896	95715
741	63988	95637
742	64080	95559
743	64172	95482
744	64269	95412
745	64366	95342
746	64456	95261
747	64548	95183
748	64641	95106
749	64735	95031
750	64828	94955
751	64923	94881
752	65013	94800
753	65113	94733
754	65207	94659
755	65299	94581
756	65390	94501
757	65485	94426
758	65579	94351
759	65675	94278
760	65769	94202
761	65867	94133
762	65961	94057
763	66054	93980
764	66148	93904
765	66242	93829
766	66338	93756
767	66433	93681
768	66527	93605
769	66620	93527
770	66713	93450
771	66808	93375
772	66902	93300
773	66998	93226
774	67093	93151
775	67182	93068
776	67277	92993
777	67370	92916
778	67464	92839
779	67557	92762
780	67653	92688
781	67750	92615
782	67841	92535
783	67935	92457
784	68028	92380
785	68122	92304
786	68219	92230
787	68314	92155
788	68409	92080
789	68503	92002
790	68605	91936
791	68699	91859
792	68798	91789
793	68897	91718
794	68989	91638
795	69081	91558
796	69178	91486
797	69271	91406
798	69366	91331
799	69458	91251
800	69554	91176
801	69650	91101
802	69743	91022
803	69850	90961
804	69942	90881
805	70036	90804
806	70136	90734
807	70233	90660
808	70326	90581
809	70422	90505
810	70516	90428
811	70608	90347
812	70702	90268
813	70793	90187
814	70896	90120
815	70991	90043
816	71086	89967
817	71185	89895
818	71281	89819
819	71374	89740
820	71471	89665
821	71565	89587
822	71661	89511
823	71757	89435
824	71855	89362
825	71948	89282
826	72042	89203
827	72138	89127
828	72235	89053
829	72329	88973
830	72422	88894
831	72518	88817
832	72616	88744
833	72712	88667
834	72805	88587
835	72902	88512
836	72995	88431
837	73090	88354
838	73183	88273
839	73274	88191
840	73371	88115
841	73466	88037
842	73563	87961
843	73656	87882
844	73750	87802
845	73847	87726
846	73941	87646
847	74037	87570
848	74135	87495
849	74230	87416
850	74324	87338
851	74418	87258
852	74513	87180
853	74607	87099
854	74698	87016
855	74795	86940
856	74889	86860
857	74985	86784
858	75079	86704
859	75173	86624
860	75270	86547
861	75362	86465
862	75455	86384
863	75551	86307
864	75646	86228
865	75737	86145
866	75832	86065
867	75928	85988
868	76022	85908
869	76118	85830
870	76211	85748
871	76305	85668
872	76397	85586
873	76494	85509
874	76585	85425
875	76680	85346
876	76772	85263
877	76867	85184
878	76962	85105
879	77055	85023
880	77151	84944
881	77247	84867
882	77342	84787
883	77435	84706
884	77530	84626
885	77622	84544
886	77720	84467
887	77816	84388
888	77909	84307
889	78005	84228
890	78099	84147
891	78191	84064
892	78287	83985
893	78379	83903
894	78472	83820
895	78567	83740
896	78667	83666
897	78757	83581
898	78851	83500
899	78943	83417
900	79038	83337
901	79134	83257
902	79225	83174
903	79335	83109
904	79430	83029
905	79527	82951
906	79620	82868
907	79715	82788
908	79807	82705
909	79905	82627
910	79999	82545
911	80095	82466
912	80188	82384
913	80283	82303
914	80389	82234
915	80485	82155
916	80576	82070
917	80671	81989
918	80768	81910
919	80864	81831
920	80959	81750
921	81052	81667
922	81148	81588
923	81246	81509
924	81336	81424
925	81432	81344
926	81525	81262
927	81621	81181
928	81715	81099
929	81809	81017
930	81902	80934
931	81998	80854
932	82093	80773
933	82185	80690
934	82281	80609
935	82376	80528
936	82470	80446
937	82566	80366
938	82660	80283
939	82761	80207
940	82857	80127
941	82950	80044
942	83041	79959
943	83137	79879
944	83236	79801
945	83328	79717
946	83420	79632
947	83515	79550
948	83609	79468
949	83704	79386
950	83797	79304
951	83897	79226
952	83992	79145
953	84086	79062
954	84178	78978
955	84270	78893
956	84364	78810
957	84461	78730
958	84553	78646
959	84647	78562
960	84735	78475
961	84827	78390
962	84918	78305
963	85012	78222
964	85103	78136
965	85196	78052
966	85288	77967
967	85379	77882
968	85472	77798
969	85565	77714
970	85659	77631
971	85748	77544
972	85841	77460
973	85933	77375
974	86029	77293
975	86123	77211
976	86219	77129
977	86315	77048
978	86409	76965
979	86502	76881
980	86598	76800
981	86690	76715
982	86782	76629
983	86874	76544
984	86971	76464
985	87066	76382
986	87161	76299
987	87254	76215
988	87347	76131
989	87438	76045
990	87535	75963
991	87625	75877
992	87721	75795
993	87817	75713
994	87912	75631
995	88006	75547
996	88096	75460
997	88191	75378
998	88282	75292
999	88376	75208
1000	88467	75122
1001	88565	75041
1002	88659	74958
1003	88770	74888
1004	88867	74807
1005	88965	74727
1006	89058	74642
1007	89155	74561
1008	89253	74481
1009	89348	74397
1010	89441	74313
1011	89535	74229
1012	89629	74145
1013	89724	74062
1014	89824	73983
1015	89922	73903
1016	90015	73818
1017	90106	73731
1018	90199	73647
1019	90291	73561
1020	90385	73476
1021	90484	73396
1022	90583	73316
1023	90679	73234
1024	90774	73151
1025	90867	73065
1026	90956	72977
1027	91052	72895
1028	91146	72811
1029	91239	72725
1030	91333	72641
1031	91431	72560
1032	91523	72474
1033	91617	72390
1034	91709	72304
1035	91801	72218
1036	91895	72134
1037	91988	72048
1038	92081	71963
1039	92174	71878
1040	92271	71796
1041	92365	71712
1042	92456	71625
1043	92547	71538
1044	92639	71452
1045	92733	71367
1046	92829	71284
1047	92922	71198
1048	93012	71111
1049	93112	71031
1050	93203	70944
1051	93300	70861
1052	93392	70775
1053	93490	70694
1054	93587	70611
1055	93685	70530
1056	93783	70448
1057	93882	70367
1058	93978	70284
1059	94071	70198
1060	94168	70115
1061	94263	70032
1062	94363	69951
1063	94456	69865
1064	94553	69783
1065	94647	69698
1066	94745	69615
1067	94839	69531
1068	94937	69449
1069	95034	69366
1070	95126	69280
1071	95222	69196
1072	95320	69113
1073	95416	69030
1074	95513	68947
1075	95607	68862
1076	95703	68778
1077	95799	68694
1078	95900	68614
1079	95993	68528
1080	96090	68445
1081	96184	68360
1082	96280	68276
1083	96375	68191
1084	96470	68107
1085	96565	68022
1086	96658	67936
1087	96759	67855
1088	96856	67773
1089	96952	67688
1090	97045	67602
1091	97140	67517
1092	97235	67433
1093	97336	67352
1094	97431	67267
1095	97526	67182
1096	97623	67099
1097	97720	67016
1098	97819	66934
1099	97915	66849
1100	98010	66764
1101	98104	66679
1102	98333	66685
1103	98432	66602
1104	98530	66519
1105	98625	66433
1106	98726	66352
1107	98827	66271
1108	98925	66188
1109	99022	66104
1110	99117	66018
1111	99213	65933
1112	99317	65854
1113	99414	65770
1114	99512	65687
1115	99605	65600
1116	99703	65516
1117	99801	65433
1118	99898	65349
1119	99994	65264
1120	100089	65178
1121	100189	65096
1122	100288	65013
1123	100387	64930
1124	100481	64843
1125	100579	64760
1126	100675	64675
1127	100772	64590
1128	100870	64507
1129	100969	64424
1130	101065	64339
1131	101162	64254
1132	101262	64171
1133	101358	64086
1134	101457	64003
1135	101553	63918
1136	101650	63833
1137	101746	63748
1138	101845	63664
1139	101940	63578
1140	102036	63493
1141	102133	63408
1142	102232	63324
1143	102329	63240
1144	102423	63153
1145	102520	63068
1146	102620	62985
1147	102717	62900
1148	102814	62816
1149	102910	62730
1150	103008	62646
1151	103106	62561
1152	103204	62477
1153	103299	62391
1154	103397	62306
1155	103496	62223
1156	103590	62136
1157	103690	62053
1158	103787	61967
1159	103884	61883
1160	103982	61798
1161	104079	61713
1162	104188	61635
1163	104290	61553
1164	104390	61469
1165	104491	61386
1166	104590	61302
1167	104687	61217
1168	104786	61133
1169	104881	61046
1170	104979	60961
1171	105075	60875
1172	105171	60789
1173	105266	60703
1174	105363	60617
1175	105460	60532
1176	105556	60446
1177	105651	60359
1178	105746	60272
1179	105841	60186
1180	105938	60100
1181	106037	60016
1182	106137	59932
1183	106235	59847
1184	106333	59761
1185	106428	59675
1186	106522	59588
1187	106620	59503
1188	106718	59417
1189	106814	59331
1190	106914	59247
1191	107005	59158
1192	107105	59074
1193	107203	58988
1194	107301	58903
1195	107399	58818
1196	107494	58731
1197	107591	58645
1198	107689	58560
1199	107787	58474
1200	107883	58388
1201	107981	58302
1202	108075	58215
1203	108186	58136
1204	108287	58052
1205	108383	57966
1206	108479	57879
1207	108573	57791
1208	108670	57705
1209	108771	57622
1210	108869	57536
1211	108966	57449
1212	109062	57363
1213	109171	57283
1214	109268	57197
1215	109368	57112
1216	109465	57026
1217	109564	56941
1218	109662	56855
1219	109757	56767
1220	109850	56679
1221	109941	56590
1222	110039	56504
1223	110139	56419
1224	110239	56334
1225	110337	56248
1226	110439	56164
1227	110537	56078
1228	110637	55993
1229	110737	55909
1230	110836	55823
1231	110943	55741
1232	111039	55654
1233	111135	55567
1234	111232	55480
1235	111327	55393
1236	111422	55305
1237	111517	55218
1238	111616	55132
1239	111710	55044
1240	111806	54957
1241	111906	54872
1242	112009	54788
1243	112107	54701
1244	112205	54615
1245	112307	54531
1246	112404	54444
1247	112502	54358
1248	112599	54271
1249	112698	54185
1250	112794	54098
1251	112894	54012
1252	112993	53926
1253	113090	53839
1254	113187	53752
1255	113287	53667
1256	113388	53582
1257	113486	53495
1258	113582	53408
1259	113680	53321
1260	113775	53233
1261	113873	53147
1262	113972	53061
1263	114077	52977
1264	114176	52891
1265	114271	52803
1266	114368	52716
1267	114470	52631
1268	114570	52545
1269	114669	52458
1270	114764	52370
1271	114866	52286
1272	114964	52198
1273	115060	52111
1274	115161	52025
1275	115261	51940
1276	115361	51854
1277	115457	51766
1278	115556	51679
1279	115654	51592
1280	115757	51507
1281	115855	51421
1282	115957	51335
1283	116058	51250
1284	116159	51164
1285	116260	51078
1286	116363	50994
1287	116460	50906
1288	116561	50820
1289	116661	50734
1290	116762	50648
1291	116861	50561
1292	116972	50479
1293	117073	50394
1294	117173	50307
1295	117272	50220
1296	117374	50135
1297	117473	50048
1298	117576	49963
1299	117674	49876
1300	117775	49789
1301	117876	49703
1302	117975	49616
1303	118092	49537
1304	118198	49452
1305	118299	49366
1306	118399	49280
1307	118497	49192
1308	118599	49107
1309	118699	49020
1310	118797	48932
1311	118895	48845
1312	118999	48759
1313	119110	48677
1314	119212	48591
1315	119317	48506
1316	119422	48421
1317	119529	48337
1318	119629	48250
1319	119727	48163
1320	119833	48078
1321	119934	47992
1322	120035	47905
1323	120138	47819
1324	120240	47733
1325	120338	47645
1326	120437	47557
1327	120534	47469
1328	120635	47382
1329	120735	47295
1330	120833	47207
1331	120932	47120
1332	121037	47034
1333	121138	46948
1334	121240	46861
1335	121344	46775
1336	121442	46687
1337	121542	46600
1338	121641	46512
1339	121743	46426
1340	121846	46339
1341	121944	46251
1342	122041	46163
1343	122140	46075
1344	122241	45988
1345	122344	45901
1346	122445	45814
1347	122546	45727
1348	122644	45639
1349	122745	45552
1350	122845	45464
1351	122944	45376
1352	123045	45289
1353	123145	45201
1354	123245	45114
1355	123342	45025
1356	123442	44937
1357	123544	44850
1358	123645	44763
1359	123748	44676
1360	123845	44588
1361	123949	44501
1362	124050	44414
1363	124149	44325
1364	124245	44236
1365	124344	44148
1366	124446	44061
1367	124545	43973
1368	124646	43885
1369	124748	43798
1370	124848	43710
1371	124948	43622
1372	125047	43534
1373	125149	43447
1374	125246	43358
1375	125349	43270
1376	125447	43182
1377	125546	43093
1378	125647	43006
1379	125744	42917
1380	125843	42828
1381	125943	42740
1382	126043	42652
1383	126144	42564
1384	126243	42476
1385	126343	42388
1386	126447	42301
1387	126546	42212
1388	126648	42125
1389	126747	42036
1390	126850	41948
1391	126952	41861
1392	127051	41772
1393	127153	41685
1394	127255	41597
1395	127359	41510
1396	127460	41422
1397	127556	41332
1398	127659	41245
1399	127761	41157
1400	127860	41068
1401	127960	40980
1402	128063	40892
1403	128175	40808
1404	128277	40719
1405	128381	40632
1406	128488	40546
1407	128598	40460
1408	128699	40372
1409	128800	40284
1410	128907	40197
1411	129010	40110
1412	129109	40021
1413	129220	39935
1414	129325	39848
1415	129426	39760
1416	129528	39671
1417	129627	39582
1418	129728	39494
1419	129828	39405
1420	129935	39318
1421	130034	39229
1422	130138	39142
1423	130240	39053
1424	130342	38965
1425	130449	38878
1426	130553	38790
1427	130657	38703
1428	130759	38614
1429	130859	38525
1430	130960	38437
1431	131061	38348
1432	131162	38259
1433	131261	38170
1434	131364	38081
1435	131470	37994
1436	131569	37905
1437	131670	37816
1438	131774	37728
1439	131876	37639
1440	131974	37550
1441	132076	37461
1442	132177	37372
1443	132279	37283
1444	132378	37194
1445	132483	37106
1446	132585	37017
1447	132687	36928
1448	132795	36841
1449	132899	36753
1450	133000	36664
1451	133100	36575
1452	133203	36486
1453	133305	36397
1454	133411	36309
1455	133515	36221
1456	133617	36132
1457	133718	36043
1458	133822	35955
1459	133924	35865
1460	134027	35777
1461	134128	35688
1462	134233	35599
1463	134331	35509
1464	134440	35422
1465	134543	35333
1466	134646	35244
1467	134746	35155
1468	134848	35066
1469	134950	34977
1470	135051	34887
1471	135152	34798
1472	135258	34710
1473	135359	34620
1474	135464	34532
1475	135567	34442
1476	135667	34353
1477	135770	34264
1478	135877	34176
1479	135980	34087
1480	136081	33997
1481	136182	33907
1482	136283	33818
1483	136382	33728
1484	136482	33638
1485	136588	33549
1486	136691	33460
1487	136902	33397
1488	137006	33308
1489	137112	33219
1490	137213	33129
1491	137313	33039
1492	137419	32951
1493	137527	32862
1494	137629	32773
1495	137730	32683
1496	137831	32593
1497	137935	32504
1498	138041	32415
1499	138147	32326
1500	138247	32236
1501	138354	32147
1502	138459	32058
1503	138575	31971
1504	138680	31882
1505	138787	31793
1506	138894	31705
1507	138995	31615
1508	139093	31524
1509	139197	31434
1510	139297	31344
1511	139401	31254
1512	139511	31166
1513	139618	31077
1514	139718	30987
1515	139822	30897
1516	139923	30807
1517	140025	30717
1518	140128	30627
1519	140231	30537
1520	140331	30446
1521	140432	30356
1522	140536	30266
1523	140638	30176
1524	140739	30085
1525	140842	29995
1526	140952	29907
1527	141060	29818
1528	141163	29728
1529	141267	29638
1530	141372	29548
1531	141473	29458
1532	141575	29367
1533	141677	29277
1534	141779	29187
1535	141881	29096
1536	141981	29006
1537	142086	28916
1538	142190	28826
1539	142293	28735
1540	142396	28645
1541	142499	28555
1542	142598	28464
1543	142702	28374
1544	142805	28283
1545	142912	28194
1546	143014	28103
1547	143115	28012
1548	143216	27922
1549	143315	27830
1550	143416	27740
1551	143525	27650
1552	143634	27561
1553	143752	27473
1554	143874	27387
1555	143987	27298
1556	144107	27211
1557	144227	27123
1558	144344	27035
1559	144463	26948
1560	144581	26860
1561	144691	26770
1562	144798	26680
1563	144911	26591
1564	145023	26502
1565	145130	26412
1566	145242	26323
1567	145352	26233
1568	145474	26146
1569	145590	26057
1570	145705	25969
1571	145807	25878
1572	145908	25786
1573	146005	25694
1574	146102	25602
1575	146199	25510
1576	146299	25419
1577	146399	25327
1578	146498	25235
1579	146597	25144
1580	146697	25052
1581	146796	24960
1582	146894	24869
1583	146995	24777
1584	147097	24686
1585	147198	24594
1586	147293	24502
1587	147394	24411
1588	147498	24320
1589	147596	24228
1590	147695	24136
1591	147795	24044
1592	147896	23953
1593	147996	23861
1594	148098	23769
1595	148196	23677
1596	148298	23586
1597	148395	23494
1598	148497	23402
1599	148599	23311
1600	148701	23220
1601	148803	23128
1602	148906	23037
1603	149020	22947
1604	149124	22856
1605	149225	22764
1606	149326	22673
1607	149425	22581
1608	149526	22489
1609	149631	22398
1610	149734	22306
1611	149831	22214
1612	149931	22122
1613	150041	22032
1614	150148	21941
1615	150251	21849
1616	150354	21758
1617	150458	21666
1618	150558	21574
1619	150660	21483
1620	150761	21391
1621	150862	21299
1622	150964	21207
1623	151062	21115
1624	151157	21022
1625	151262	20931
1626	151363	20839
1627	151464	20747
1628	151563	20655
1629	151663	20563
1630	151766	20471
1631	151872	20379
1632	151973	20287
1633	152074	20195
1634	152178	20104
1635	152275	20011
1636	152374	19919
1637	152482	19828
1638	152581	19735
1639	152682	19643
1640	152782	19551
1641	152885	19459
1642	152983	19367
1643	153088	19275
1644	153189	19183
1645	153290	19091
1646	153391	18999
1647	153492	18907
1648	153594	18815
1649	153692	18722
1650	153791	18630
1651	153894	18538
1652	153993	18445
1653	154095	18353
1654	154197	18261
1655	154297	18169
1656	154396	18076
1657	154495	17984
1658	154594	17891
1659	154694	17799
1660	154791	17706
1661	154888	17613
1662	154988	17521
1663	155086	17428
1664	155180	17335
