iter	RMSE
328	93.11297766
329	93.09572661
330	93.0781614
331	93.05024832
332	93.02976701
333	93.01528264
334	92.99689598
335	92.96761123
336	92.94940149
337	92.93386106
338	92.90827105
339	92.87835269
340	92.86127274
341	92.84405446
342	92.80960142
343	92.79254048
344	92.77447874
345	92.68036888
346	92.57921244
347	92.55367254
348	92.52451009
349	92.50594898
350	92.48547872
351	92.47062202
352	92.452204
353	92.43021585
354	92.34946683
355	92.32868103
356	92.29697741
357	92.26635548
358	92.24572115
359	92.17466019
360	92.15744738
361	92.06768945
362	92.04952847
363	92.03231209
364	91.89864658
365	91.8780033
366	91.84562061
367	91.71629641
368	91.69819384
369	91.59714412
370	91.58210834
371	91.55601936
372	91.54072451
373	91.52444434
374	91.49327882
375	91.47027729
376	91.44591131
377	91.35753235
378	91.27072972
379	91.25299962
380	91.21179156
381	91.18179842
382	91.05517588
383	90.99624357
384	90.98059325
385	90.85558104
386	90.83563258
387	90.81920035
388	90.80472091
389	90.788235
390	90.76858915
391	90.74836091
392	90.66340574
393	90.64477339
394	90.62170895
395	90.6042856
396	90.58768186
397	90.57323578
398	90.55153867
399	90.48408758
400	90.46839879
401	90.44939759
402	90.43599181
403	90.42137275
404	90.36362722
405	90.3469359
406	90.31955288
407	90.29134659
408	90.26697265
409	90.25002587
410	90.23399685
411	90.21855076
412	90.20328736
413	90.17617177
414	90.15976271
415	90.10738401
416	90.08953705
417	90.01214041
418	89.98307186
419	89.95490072
420	89.94139574
421	89.91112002
422	89.89607846
423	89.86780988
424	89.85101401
425	89.83465094
426	89.81756452
427	89.80083664
428	89.78314382
429	89.76893715
430	89.75496158
431	89.72792887
432	89.64707133
433	89.53729257
434	89.52161183
435	89.50741085
436	89.48893156
437	89.47236479
438	89.40802874
439	89.30253631
440	89.28690466
441	89.27345263
442	89.21151667
443	89.19633057
444	89.18239191
445	89.15888645
446	89.14486895
447	89.11143217
448	89.02402593
449	89.01001722
450	88.99395881
451	88.9791206
452	88.90692193
453	88.89070892
454	88.87572052
455	88.75082908
456	88.71258205
457	88.69917652
458	88.68462481
459	88.66844089
460	88.62347697
461	88.60836078
462	88.59184957
463	88.5687862
464	88.54230143
465	88.51936837
466	88.50493459
467	88.48471591
468	88.42704553
469	88.40937898
470	88.39072838
471	88.37535369
472	88.32205063
473	88.29909634
474	88.2832222
475	88.26745115
476	88.25178891
477	88.23830611
478	88.22355204
479	88.2083855
480	88.1946509
481	88.13374348
482	88.11755436
483	88.03825753
484	87.94168061
485	87.92990929
486	87.91488891
487	87.90313015
488	87.87744038
489	87.86049707
490	87.76804413
491	87.75471364
492	87.74085373
493	87.72581277
494	87.71249871
495	87.69962179
496	87.68506178
497	87.67129699
498	87.58675483
499	87.56985764
500	87.53349165
501	87.51949177
502	87.47607434
503	87.35432107
504	87.34079929
505	87.32830206
506	87.25827086
507	87.21255998
508	87.19571113
509	87.18058841
510	87.10996546
511	87.09574259
512	87.08268512
513	87.05876443
514	87.0143268
515	87.00238909
516	86.98820769
517	86.97332665
518	86.95986379
519	86.93007298
520	86.91624755
521	86.82561514
522	86.81221412
523	86.76038774
524	86.7475711
525	86.73177094
526	86.71784968
527	86.68908605
528	86.67616141
529	86.66259396
530	86.65036594
531	86.63790483
532	86.62681061
533	86.61364756
534	86.59499505
535	86.58349192
536	86.57132463
537	86.55276637
538	86.53713681
539	86.51953996
540	86.48888456
541	86.47506483
542	86.44993044
543	86.43632031
544	86.42522147
545	86.40983858
546	86.394301
547	86.38034653
548	86.33890264
549	86.32565521
550	86.30549238
551	86.2933973
552	86.26477355
553	86.24855094
554	86.23459853
555	86.22346932
556	86.16200746
557	86.11930384
558	86.10781244
559	86.09400494
560	86.08180922
561	86.06863693
562	86.05525596
563	86.04174506
564	86.02854658
565	86.01541172
566	85.99128289
567	85.97244328
568	85.95903611
569	85.94751894
570	85.92881455
571	85.9170922
572	85.88745409
573	85.87621026
574	85.8343323
575	85.82260049
576	85.81266896
577	85.80055698
578	85.77355911
579	85.76134378
580	85.74322121
581	85.70318746
582	85.68620407
583	85.66984841
584	85.65733002
585	85.64514404
586	85.58342613
587	85.55557169
588	85.54203165
589	85.53075657
590	85.51453
591	85.50321233
592	85.47407032
593	85.46087845
594	85.42319251
595	85.38706082
596	85.37593093
597	85.33642018
598	85.32416557
599	85.27215458
600	85.25947818
601	85.2481699
602	85.23538267
603	85.22306212
604	85.21364149
605	85.19086755
606	85.17815294
607	85.16579855
608	85.13046985
609	85.10760377
610	85.09767322
611	85.0866663
612	85.07536403
613	85.06383348
614	85.05286037
615	85.04201824
616	85.0168389
617	84.96659999
618	84.95565831
619	84.94188149
620	84.92887403
621	84.91854062
622	84.89617997
623	84.87872081
624	84.86755186
625	84.84772335
626	84.83669025
627	84.82515372
628	84.81077984
629	84.79686653
630	84.78446469
631	84.77018717
632	84.75932709
633	84.73270106
634	84.7218204
635	84.71087264
636	84.69735535
637	84.68625432
638	84.67450745
639	84.65550307
640	84.64347415
641	84.63076515
642	84.58977526
643	84.54314146
644	84.5324408
645	84.52282042
646	84.4552081
647	84.44254964
648	84.43095043
649	84.41886253
650	84.39398243
651	84.38114984
652	84.3693446
653	84.31741123
654	84.23596207
655	84.22519204
656	84.21415049
657	84.20131782
658	84.19072864
659	84.17955504
660	84.16804377
661	84.13364948
662	84.1223409
663	84.11186027
664	84.09989179
665	84.08200391
666	84.07139717
667	84.03841801
668	84.0262299
669	84.01287104
670	83.98590125
671	83.9684554
672	83.95556743
673	83.93451287
674	83.92316576
675	83.90469027
676	83.89366506
677	83.86832194
678	83.84404277
679	83.79967226
680	83.78985312
681	83.77724461
682	83.75346253
683	83.74272638
684	83.73220173
685	83.70516987
686	83.65187935
687	83.64136815
688	83.62992226
689	83.6065234
690	83.59484101
691	83.58366566
692	83.49920201
693	83.48751261
694	83.45508168
695	83.44499878
696	83.43411433
697	83.42196098
698	83.41089976
699	83.40038838
700	83.3890244
701	83.3602504
702	83.34909872
703	83.33816407
704	83.326357
705	83.31610068
706	83.30567118
707	83.29582716
708	83.28267699
709	83.27146463
710	83.25858591
711	83.2475144
712	83.23762134
713	83.22754451
714	83.19756944
715	83.17912607
716	83.16849915
717	83.14289023
718	83.13231102
719	83.11939585
720	83.10758282
721	83.08667637
722	83.00444292
723	82.99359602
724	82.98133018
725	82.96911593
726	82.9280375
727	82.92028864
728	82.90929653
729	82.89736687
730	82.88550019
731	82.8582661
732	82.84525162
733	82.81912066
734	82.80856527
735	82.79568173
736	82.78646515
737	82.77607418
738	82.76586971
739	82.75405985
740	82.74354857
741	82.73355985
742	82.7208246
743	82.70837212
744	82.69897309
745	82.68301075
746	82.6648793
747	82.65365362
748	82.64238781
749	82.60015113
750	82.58977009
751	82.5402216
752	82.53028069
753	82.52008875
754	82.51004149
755	82.50001859
756	82.48942638
757	82.47948435
758	82.46744395
759	82.45717186
760	82.44363575
761	82.40095592
762	82.3892894
763	82.38074901
764	82.37005639
765	82.35988014
766	82.3400073
767	82.3277548
768	82.31660064
769	82.30724071
770	82.29711564
771	82.27930938
772	82.26888615
773	82.25855836
774	82.24732129
775	82.23237975
776	82.22010103
777	82.21091397
778	82.19582051
779	82.18603105
780	82.1771707
781	82.12310954
782	82.06330356
783	82.04573112
784	82.03460874
785	81.9771059
786	81.96551273
787	81.95515579
788	81.94323129
789	81.93373793
790	81.92342017
791	81.9105028
792	81.9016129
793	81.87563243
794	81.86326982
795	81.84776522
796	81.83879419
797	81.82730038
798	81.81758137
799	81.80952034
800	81.79332198
801	81.78304048
802	81.77221258
803	81.76200659
804	81.74785947
805	81.73098133
806	81.72283279
807	81.71287663
808	81.70193363
809	81.69226027
810	81.68284377
811	81.67307567
812	81.6640087
813	81.65232883
814	81.63795218
815	81.62234524
816	81.6128134
817	81.59476761
818	81.5839911
819	81.55353266
820	81.54232336
821	81.53278754
822	81.48909149
823	81.47709499
824	81.46574723
825	81.45700585
826	81.43862289
827	81.42921402
828	81.4001637
829	81.39029018
830	81.31420379
831	81.29054305
832	81.27890442
833	81.26601192
834	81.25641029
835	81.22446562
836	81.20887112
837	81.1968977
838	81.18777793
839	81.17726272
840	81.16018825
841	81.15022802
842	81.09215725
843	81.08310104
844	81.0737517
845	81.06423722
846	81.05405158
847	81.04467113
848	81.02551093
849	81.01429103
850	81.00490352
851	80.99623245
852	80.98642026
853	80.97465291
854	80.96032116
855	80.95014605
856	80.93143405
857	80.90675066
858	80.89534947
859	80.88487579
860	80.87406019
861	80.86561631
862	80.8577917
863	80.84846215
864	80.83911675
865	80.83016385
866	80.82059058
867	80.81158678
868	80.80370002
869	80.79412041
870	80.77922865
871	80.76953243
872	80.75873296
873	80.69487129
874	80.67346745
875	80.65096889
876	80.60374778
877	80.59409424
878	80.58178416
879	80.57190975
880	80.5627856
881	80.55312459
882	80.5444664
883	80.53226999
884	80.52135719
885	80.50956172
886	80.50075584
887	80.48823079
888	80.47413037
889	80.46466058
890	80.44861904
891	80.43912299
892	80.43037387
893	80.42006618
894	80.41004729
895	80.40006751
896	80.3821814
897	80.3734929
898	80.36435325
899	80.33845056
900	80.32812529
901	80.31514105
902	80.30576432
903	80.28890394
904	80.2796303
905	80.27037336
906	80.25384399
907	80.24439579
908	80.20840942
909	80.185197
910	80.17661829
911	80.16397299
912	80.15419438
913	80.14490412
914	80.13313499
915	80.12297505
916	80.11365082
917	80.10370382
918	80.09423318
919	80.07853951
920	80.06185596
921	80.05251122
922	80.0165119
923	80.00180683
924	79.99186194
925	79.9630525
926	79.95391502
927	79.94133778
928	79.93227588
929	79.91289033
930	79.90241478
931	79.89317336
932	79.88418778
933	79.87410884
934	79.85708141
935	79.84806226
936	79.83868964
937	79.82890892
938	79.81425732
939	79.79871844
940	79.7884182
941	79.77823481
942	79.75326106
943	79.74458075
944	79.73371186
945	79.72585538
946	79.71287278
947	79.70431286
948	79.69449893
949	79.68485694
950	79.67712848
951	79.66704854
952	79.65776241
953	79.64911376
954	79.64023701
955	79.63035147
956	79.61942773
957	79.58003868
958	79.56683392
959	79.55814302
960	79.5486877
961	79.54033788
962	79.53056553
963	79.52236845
964	79.51200465
965	79.50292107
966	79.49360989
967	79.48433966
968	79.47514633
969	79.46633339
970	79.45740295
971	79.42976593
972	79.42063092
973	79.40890244
974	79.40053217
975	79.39163366
976	79.35625105
977	79.34430142
978	79.33585505
979	79.32756417
980	79.31830332
981	79.30913435
982	79.29953689
983	79.2889839
984	79.26617791
985	79.25735815
986	79.2484583
987	79.20371668
988	79.19415815
989	79.17817328
990	79.17001674
991	79.16123455
992	79.15041612
993	79.10928275
994	79.10114396
995	79.05076851
996	79.02709481
997	79.0182726
998	79.00820494
999	78.9801757
1000	78.97175184
1001	78.96235959
1002	78.93878503
1003	78.93016918
1004	78.92050743
1005	78.90433291
1006	78.89477354
1007	78.87465537
1008	78.86622938
1009	78.84064816
1010	78.83181636
1011	78.82233272
1012	78.81377965
1013	78.80429978
1014	78.79556173
1015	78.7860384
1016	78.77751034
1017	78.76921963
1018	78.75964558
1019	78.73195397
1020	78.72304248
1021	78.71470579
1022	78.68926639
1023	78.65128764
1024	78.64269537
1025	78.63309247
1026	78.62366953
1027	78.61494169
1028	78.60334971
1029	78.54814394
1030	78.51116747
1031	78.50228585
1032	78.494293
1033	78.48554071
1034	78.42937137
1035	78.42087752
1036	78.41201093
1037	78.40093464
1038	78.39150541
1039	78.38484679
1040	78.37534787
1041	78.36706853
1042	78.35080298
1043	78.34147863
1044	78.33280865
1045	78.32343671
1046	78.30960509
1047	78.30149861
1048	78.29299581
1049	78.28301685
1050	78.26259444
1051	78.2439541
1052	78.21540945
1053	78.20638031
1054	78.19780923
1055	78.18901805
1056	78.1804273
1057	78.1690082
1058	78.1605933
1059	78.15255502
1060	78.1283087
1061	78.11880832
1062	78.11035427
1063	78.09987536
1064	78.07792873
1065	78.06884239
1066	78.05111689
1067	77.96038493
1068	77.95174031
1069	77.94261985
1070	77.93367851
1071	77.92065308
1072	77.88470771
1073	77.87605515
1074	77.86779288
1075	77.85981574
1076	77.85082823
1077	77.84156053
1078	77.83382515
1079	77.82556443
1080	77.81688547
1081	77.80897736
1082	77.80048521
1083	77.79176898
1084	77.71248497
1085	77.70394077
1086	77.69517607
1087	77.6868993
1088	77.66419544
1089	77.65530276
1090	77.63755189
1091	77.62854926
1092	77.61410467
1093	77.60516456
1094	77.59665987
1095	77.58761776
1096	77.57137161
1097	77.53298151
1098	77.5249778
1099	77.50498082
1100	77.49603294
1101	77.48301622
1102	77.4742773
1103	77.46509934
1104	77.44995602
1105	77.4004426
1106	77.392391
1107	77.38345964
1108	77.36339656
1109	77.35492519
1110	77.34644957
1111	77.3384066
1112	77.32971297
1113	77.3224655
1114	77.30246587
1115	77.29417126
1116	77.27646853
1117	77.26778352
1118	77.25897844
1119	77.25063259
1120	77.24045531
1121	77.23172985
1122	77.2217242
1123	77.19135913
1124	77.16654771
1125	77.16001863
1126	77.14936706
1127	77.14024828
1128	77.10166168
1129	77.08655127
1130	77.06919528
1131	77.06063294
1132	77.05302564
1133	77.04435412
1134	77.02859616
1135	77.02081057
1136	77.01143319
1137	77.0032711
1138	76.99629838
1139	76.98756355
1140	76.97989605
1141	76.97187884
1142	76.94656977
1143	76.93824928
1144	76.93007429
1145	76.9216555
1146	76.91301546
1147	76.90487742
1148	76.89383356
1149	76.88497555
1150	76.86176792
1151	76.85406039
1152	76.8232219
1153	76.81395064
1154	76.79792688
1155	76.78998457
1156	76.73654469
1157	76.72958456
1158	76.71719551
1159	76.7086793
1160	76.69776868
1161	76.69019686
1162	76.68155419
1163	76.6701884
1164	76.66163547
1165	76.60375818
1166	76.59503351
1167	76.58538139
1168	76.56683768
1169	76.55725746
1170	76.54934022
1171	76.54085791
1172	76.53258374
1173	76.52389626
1174	76.48130137
1175	76.45622514
1176	76.4492268
1177	76.4423668
1178	76.4340658
1179	76.42710934
1180	76.41906355
1181	76.41293284
1182	76.39796657
1183	76.38937395
1184	76.381901
1185	76.37548161
1186	76.36090871
1187	76.35196649
1188	76.34516038
1189	76.31855646
1190	76.29894031
1191	76.29015855
1192	76.27383196
1193	76.26302069
1194	76.25559896
1195	76.24563162
1196	76.2117267
1197	76.20386686
1198	76.19370845
1199	76.18527991
1200	76.17623079
1201	76.16891309
1202	76.16176027
1203	76.15493514
1204	76.1462609
1205	76.13946561
1206	76.13260529
1207	76.12410533
1208	76.11607814
1209	76.08652794
1210	76.07869877
1211	76.06898163
1212	76.06030022
1213	76.05204473
1214	76.04543677
1215	76.03641647
1216	76.02829272
1217	76.00654359
1218	75.99741546
1219	75.98951657
1220	75.98136713
1221	75.97270586
1222	75.96530931
1223	75.95538932
1224	75.94755039
1225	75.93980563
1226	75.93254647
1227	75.89873977
1228	75.89253007
1229	75.86069609
1230	75.81038048
1231	75.80255105
1232	75.7937048
1233	75.78445098
1234	75.77117358
1235	75.76303306
1236	75.75584616
1237	75.72398571
1238	75.71523994
1239	75.70805473
1240	75.70025356
1241	75.69227975
1242	75.68504817
1243	75.67650822
1244	75.66943781
1245	75.6623718
1246	75.6539795
1247	75.64397051
1248	75.63582594
1249	75.62750109
1250	75.6085201
1251	75.60106175
1252	75.59348788
1253	75.58448517
1254	75.57485723
1255	75.55381181
1256	75.53860981
1257	75.52917799
1258	75.52249179
1259	75.51490618
1260	75.50671632
1261	75.49824732
1262	75.46984775
1263	75.46224936
1264	75.45465165
1265	75.44784233
1266	75.43857378
1267	75.41745179
1268	75.40713982
1269	75.39811359
1270	75.39121652
1271	75.38289487
1272	75.36687272
1273	75.35996759
1274	75.3502384
1275	75.34372762
1276	75.33277683
1277	75.31791851
1278	75.30193745
1279	75.29192454
1280	75.28424855
1281	75.2777771
1282	75.27062857
1283	75.19408611
1284	75.17663412
1285	75.16868873
1286	75.15986391
1287	75.1528796
1288	75.14659656
1289	75.13607413
1290	75.12653575
1291	75.11783818
1292	75.10946717
1293	75.10172979
1294	75.09425804
1295	75.08837585
1296	75.06755393
1297	75.05962671
1298	75.05072701
1299	75.04285857
1300	75.03509852
1301	74.94548731
1302	74.93826028
1303	74.9276697
1304	74.91988302
1305	74.91221974
1306	74.90436853
1307	74.89680302
1308	74.88438646
1309	74.87660499
1310	74.86874077
1311	74.85559914
1312	74.8492916
1313	74.84089311
1314	74.83327979
1315	74.82660995
1316	74.80249297
1317	74.78764225
1318	74.77816624
1319	74.77124231
1320	74.72412737
1321	74.71515937
1322	74.70823759
1323	74.69787724
1324	74.68801589
1325	74.67589048
1326	74.65368742
1327	74.64058423
1328	74.63158922
1329	74.62390687
1330	74.61610119
1331	74.6089986
1332	74.59710829
1333	74.59012163
1334	74.5394749
1335	74.53319353
1336	74.52568466
1337	74.51879072
1338	74.51025227
1339	74.50241711
1340	74.49307197
1341	74.4835385
1342	74.4777062
1343	74.4710415
1344	74.46391324
1345	74.4551572
1346	74.44987229
1347	74.36588506
1348	74.3583614
1349	74.35065403
1350	74.34187167
1351	74.33431882
1352	74.32730962
1353	74.31868423
1354	74.31112584
1355	74.30281742
1356	74.25470082
1357	74.24781711
1358	74.24018691
1359	74.1854415
1360	74.1776966
1361	74.13357989
1362	74.12357664
1363	74.11528923
1364	74.10816987
1365	74.10106318
1366	74.09395189
1367	74.06569646
1368	74.05283893
1369	74.04501784
1370	74.03629742
1371	74.02983016
1372	74.01360202
1373	73.99015577
1374	73.94092626
1375	73.93292146
1376	73.91309419
1377	73.90407969
1378	73.884986
1379	73.87171932
1380	73.86449895
1381	73.85769812
1382	73.85019446
1383	73.83536215
1384	73.82707156
1385	73.81985231
1386	73.81346261
1387	73.80562224
1388	73.79585275
1389	73.79076724
1390	73.78388026
1391	73.77596187
1392	73.76879502
1393	73.76228367
1394	73.75348626
1395	73.74479372
1396	73.73798699
1397	73.73077085
1398	73.71306105
1399	73.69680678
1400	73.68818211
1401	73.67475046
1402	73.66703527
1403	73.65986134
1404	73.63603731
1405	73.62776312
1406	73.58809413
1407	73.53364673
1408	73.52656815
1409	73.51820506
1410	73.51138362
1411	73.50112691
1412	73.49370347
1413	73.48637013
1414	73.47894156
1415	73.47154249
1416	73.46584904
1417	73.45756436
1418	73.45008421
1419	73.44351798
1420	73.43653657
1421	73.4295804
1422	73.42116306
1423	73.41410123
1424	73.40768303
1425	73.39086048
1426	73.38415583
1427	73.37640276
1428	73.3702965
1429	73.36264748
1430	73.35555802
1431	73.34840923
1432	73.34207882
1433	73.33419388
1434	73.32700256
1435	73.3198932
1436	73.31250892
1437	73.30619368
1438	73.29796804
1439	73.29175947
1440	73.28404984
1441	73.27447474
1442	73.26829181
1443	73.26087899
1444	73.25452942
1445	73.24743831
1446	73.24059278
1447	73.21556265
1448	73.16657714
1449	73.15126729
1450	73.14385406
1451	73.13502299
1452	73.12701949
1453	73.11785398
1454	73.11117574
1455	73.10478668
1456	73.09509751
1457	73.08858639
1458	73.07317601
1459	73.06564243
1460	73.01298479
1461	73.00503145
1462	72.99838925
1463	72.99160718
1464	72.9851889
1465	72.97805096
1466	72.95128143
1467	72.92809825
1468	72.92129882
1469	72.91460685
1470	72.8746782
1471	72.82981068
1472	72.82312926
1473	72.81678975
1474	72.81094637
1475	72.80357618
1476	72.79468426
1477	72.78798165
1478	72.78068635
1479	72.76588484
1480	72.74568253
1481	72.73607778
1482	72.728365
1483	72.71995588
1484	72.71294603
1485	72.67085749
1486	72.66435995
1487	72.65703303
1488	72.65008654
1489	72.62592282
1490	72.61866233
1491	72.6082966
1492	72.58082079
1493	72.57250031
1494	72.53959835
1495	72.53198439
1496	72.52406584
1497	72.4898134
1498	72.47381434
1499	72.46467211
1500	72.45387667
1501	72.44917421
1502	72.44169399
1503	72.43571684
1504	72.42558413
1505	72.40311053
1506	72.37025099
1507	72.36195609
1508	72.35487816
1509	72.34900666
1510	72.34335761
1511	72.3373219
1512	72.33085069
1513	72.32004626
1514	72.31242834
1515	72.30572684
1516	72.29907649
1517	72.29132448
1518	72.28506162
1519	72.27856323
1520	72.26657168
1521	72.24668403
1522	72.20856284
1523	72.2014151
1524	72.19507233
1525	72.18890581
1526	72.18136553
1527	72.17495952
1528	72.14719082
1529	72.1389007
1530	72.12072759
1531	72.11175343
1532	72.10583735
1533	72.09958567
1534	72.0447863
1535	72.03731681
1536	72.02978361
1537	72.00711797
1538	72.00060567
1539	71.99441664
1540	71.98752484
1541	71.98189816
1542	71.97451815
1543	71.96188796
1544	71.95462551
1545	71.92685499
1546	71.91960586
1547	71.90997415
1548	71.90412891
1549	71.89699891
1550	71.89023259
1551	71.84932936
1552	71.84189491
1553	71.83417702
1554	71.82640243
1555	71.82076705
1556	71.80124701
1557	71.79466546
1558	71.78787594
1559	71.78039209
1560	71.77504965
1561	71.74827209
1562	71.73199944
1563	71.72644393
1564	71.70071545
1565	71.64375503
1566	71.62950337
1567	71.62353811
1568	71.61734471
1569	71.60962806
1570	71.59417439
1571	71.57547891
1572	71.56847494
1573	71.56112317
1574	71.55354797
1575	71.54646752
1576	71.53698297
1577	71.52052216
1578	71.51007492
1579	71.48399381
1580	71.47728505
1581	71.46984458
1582	71.4622941
1583	71.45585627
1584	71.44940511
1585	71.44212461
1586	71.43561914
1587	71.42975988
1588	71.42127858
1589	71.40821662
1590	71.39991738
1591	71.39294603
1592	71.38524345
1593	71.37793534
1594	71.33126734
1595	71.32500916
1596	71.31630124
1597	71.30830957
1598	71.30255408
1599	71.29473013
1600	71.28820047
1601	71.27989457
1602	71.27485696
1603	71.26859814
1604	71.26241963
1605	71.25614715
1606	71.24933254
1607	71.24335161
1608	71.23809823
1609	71.22487082
1610	71.21824027
1611	71.17821872
1612	71.14092808
1613	71.10381438
1614	71.09733383
1615	71.09073844
1616	71.08286512
1617	71.07656484
1618	71.0516968
1619	71.04315444
1620	71.03650651
1621	71.03008823
1622	71.0235433
1623	71.01632817
1624	71.00879524
1625	71.00140727
1626	70.97103041
1627	70.96512005
1628	70.94206589
1629	70.91915754
1630	70.89225702
1631	70.88471298
1632	70.87525677
1633	70.86950174
1634	70.86283473
1635	70.85453944
1636	70.8494639
1637	70.8432705
1638	70.83756167
1639	70.83106934
1640	70.82422701
1641	70.81331383
1642	70.80138655
1643	70.79459388
1644	70.7877712
1645	70.7805657
1646	70.77243618
1647	70.76664366
1648	70.74985978
1649	70.74464752
1650	70.67697579
1651	70.67081142
1652	70.6593794
1653	70.65421985
1654	70.64873728
1655	70.63705524
1656	70.63078799
1657	70.62249553
1658	70.61578284
1659	70.60884301
1660	70.60094573
1661	70.59390796
1662	70.58873672
1663	70.58280473
1664	70.57573385
1665	70.56580952
